"t"	"LissXt"
365	5.09542562561692
366	5.14835414907171
367	4.92566934470948
368	4.71673379338363
369	4.47507495449211
370	4.43195590998809
371	4.61287987036387
372	4.85632177493238
373	4.98706729746799
374	5.0023453592566
375	4.84480013118837
376	4.66135819387643
377	4.45856712279913
378	4.31264055073548
379	4.28669475262312
380	4.40491298237085
381	4.51844124483812
382	4.58931406719098
383	4.59743460305448
384	4.61299173978283
385	4.67577969026851
386	4.80991992075609
387	4.80017224457944
388	4.66623389423897
389	4.51234598600294
390	4.49863104351256
391	4.54408039411066
392	4.4939355650517
393	4.47822491533176
394	4.61658580403989
395	4.77400205141941
396	4.83268872493464
397	4.63917273730353
398	4.36235763999154
399	4.12133286135752
400	4.07316725479131
401	4.1071778876736
402	4.16124334554192
403	4.05509217147983
404	3.97500217925624
405	3.83252599587166
406	3.9367768979607
407	4.0729583590709
408	4.55394204060968
409	4.94190160300116
410	5.3374401984564
411	5.51553674176708
412	5.58555425631768
413	5.61200076149344
414	5.53406744722368
415	5.66038427143513
416	5.73660437317845
417	5.91653814471402
418	6.16718271748543
419	6.36261658801598
420	6.40202654186251
421	6.1576565902946
422	5.90628264071065
423	5.72230484068719
424	5.71272437120573
425	5.64670905311796
426	5.31009205539169
427	5.08565209578557
428	4.81653900024393
429	4.80533306868363
430	4.89907957222684
431	5.0692960206394
432	5.21227974757042
433	5.33312122963197
434	5.31377579376051
435	5.29685305476364
436	5.22886377938354
437	5.04465173914948
438	4.81500978829823
439	4.73534627542205
440	4.76192399169479
441	4.97147376786848
442	5.24203592957936
443	5.4551084885345
444	5.65598250812653
445	5.69027709040471
446	5.6951833038762
447	5.64443550040438
448	5.6351202308179
449	5.52734026805819
450	5.42363446521748
451	5.44009168040963
452	5.47272366602531
453	5.40132460664499
454	5.25653696716846
455	5.0119104757562
456	4.93993977739571
457	5.01870165914863
458	5.06377098246544
459	4.95517138741351
460	4.84181118852553
461	4.58900271436004
462	4.61832008994524
463	4.74602001991897
464	4.90955314299509
465	5.28554621702504
466	5.65070485817169
467	5.99854148315555
468	6.32503651585058
469	6.40303846488736
470	6.3255795019144
471	6.20487438970864
472	6.05051442989886
473	6.05813823653716
474	6.18628768594016
475	6.19460073557778
476	6.01782015787255
477	5.93908558685947
478	5.8358527160174
479	6.1252754123489
480	6.34475156122686
481	6.45301039487697
482	6.39806988836354
483	6.10981435177261
484	5.84114581219702
485	5.76438778979405
486	5.6904313579807
487	5.5876679240859
488	5.48860253704051
489	5.62145512403493
490	5.74621617773984
491	5.89162499758031
492	5.68820522975027
493	5.48933435337294
494	5.32541777565551
495	5.17324697579927
496	5.15178549218626
497	5.15748261013175
498	5.0448298281903
499	4.99763434726869
500	5.03670693649247
501	5.14344864794598
502	5.22925051746406
503	5.18700277723086
504	5.07464627210348
505	5.25427123334341
506	5.55674935654428
507	5.87849015670027
508	6.10828639422845
509	6.21614869649575
510	6.31999995699715
511	6.38213869422594
512	6.3319598486433
513	6.28011555899757
514	6.47710975815673
515	6.72727044967481
516	7.02036259553089
517	7.17399043191653
518	7.05744088379412
519	6.92537359087824
520	6.83319473224914
521	6.74860238072035
522	6.60606377750062
523	6.38274569664282
524	6.24787527015422
525	6.13762119253268
526	6.06386909163774
527	5.95509074848837
528	5.9509751896877
529	6.0728927681678
530	6.28320139291336
531	6.31841804928703
532	6.05418068818801
533	5.52770612305742
534	5.18962246350745
535	5.11974046290979
536	5.27343398912492
537	5.60712768277102
538	6.06478103302739
539	6.41803556205064
540	6.62919665549569
541	6.6540705364719
542	6.6180465259816
543	6.56141408983041
544	6.44014562150466
545	6.4280136214028
546	6.5281600211898
547	6.58675765221614
548	6.62106219318901
549	6.76101824194304
550	6.81945472249405
551	6.87794362413954
552	6.90527910435303
553	6.8463168312139
554	6.80659939385021
555	6.58502073531084
556	6.46716544257779
557	6.7017628024993
558	6.95692532179632
559	7.13955670763652
560	7.1657777131235
561	7.15197258436514
562	7.17260668445218
563	7.24593400079226
564	7.37175844246785
565	7.49115246870992
566	7.47326624469491
567	7.3500172892851
568	7.33231814088695
569	7.38081593353881
570	7.1832339331055
571	6.85993931394922
572	6.5756027600654
573	6.436075526476
574	6.4037120289576
575	6.32161803816045
576	6.40862649536542
577	6.49277893115433
578	6.75275558490849
579	6.98964712058754
580	7.13393239248379
581	7.13952353880134
582	7.0512593303715
583	7.01204304190261
584	6.90276020684258
585	6.91201469811302
586	6.9989787513508
587	7.21695705407323
588	7.48037001687355
589	7.52454470333108
590	7.53626880958897
591	7.30090220942445
592	7.12693725967047
593	6.90979908334335
594	6.65962906520119
595	6.32319570464487
596	6.24635807715154
597	6.56276193875986
598	6.96017097055951
599	7.12316766834415
600	7.0803601724975
601	6.9589404657314
602	6.92797435572546
603	6.85461653527821
604	6.87909389461573
605	6.74587916683694
606	6.69969928110452
607	6.82940353548865
608	7.01393545599814
609	7.063225276756
610	7.02780785436016
611	7.01478958748937
612	7.2738579595095
613	7.60916019190832
614	7.69214352654627
615	7.7662657547246
616	7.59964544021729
617	7.4550354316249
618	7.3737735138927
619	7.31119213578177
620	7.22943688607338
621	7.24984948340738
622	7.29214083296153
623	7.37949154890054
624	7.4626529893771
625	7.54133197214697
626	7.60469417689679
627	7.91212574249591
628	7.88949944672695
629	7.67014359411379
630	7.36440970613422
631	7.2852606407921
632	7.41396392170431
633	7.54224694369704
634	7.61196879041099
635	7.7894327078003
636	7.92871201832621
637	8.02348274020213
638	7.908342912257
639	7.60105956634026
640	7.18175287862779
641	6.92968469785143
642	6.93763194095919
643	7.03237026111509
644	6.96931149864662
645	6.88215833196904
646	6.90364688513541
647	7.12175823162073
648	7.01436105289194
649	7.01576815313618
650	6.83452661474818
651	6.73224545546401
652	6.69296808224741
653	6.59051325480681
654	6.44020018630746
655	6.4778298288693
656	6.62281572002812
657	6.92108286401001
658	7.12282967061696
659	7.30637083715099
660	7.23046344072005
661	7.54031792303832
662	7.58557395549461
663	7.72425935303753
664	7.75134759453429
665	7.69363470056559
666	7.56883494349417
667	7.61539400355447
668	7.72138342282373
669	7.74946882880991
670	7.86727851925573
671	8.02180348524541
672	8.05256528422873
673	8.20066303884772
674	8.10859566426639
675	8.12781458282423
676	8.05728170064426
677	7.98496870005246
678	7.99515076701493
679	8.24024168267197
680	8.31605718493963
681	8.2545431395357
682	8.14015687633495
683	8.00323915766136
684	7.94231711194684
685	8.06738007868788
686	8.13006494093926
687	8.15225682330994
688	8.07409823175604
689	8.09517842327902
690	8.08291163024108
691	8.02502399096313
692	7.83187450946864
693	7.70693496289169
694	7.66254171910455
695	7.85004809128554
696	8.11574076415214
697	8.38729173465088
698	8.52203027730321
699	8.57529967974211
700	8.50560640545107
701	8.43767861769192
702	8.18974141557985
703	8.08232897076106
704	7.99368983021453
705	7.96323124935953
706	8.07664022216057
707	8.10191224683548
708	8.1802330386485
709	8.13874449578553
710	8.08954213846938
711	7.97931483947719
712	7.74095382067483
713	7.65287033599581
714	7.39212373198717
715	7.30699165400362
716	7.25802001665493
717	7.30567118149887
718	7.5553350617209
719	7.84388686837795
720	8.17962276155246
721	8.41391247460461
722	8.44693149309874
723	8.37041107150976
724	8.39741854510163
725	8.29865104008439
726	8.03219361154167
727	7.85569831531887
728	7.91883827848038
729	8.17559903598944
730	8.44474169668329
731	8.49543279405458
732	8.59382667185571
733	8.65625445741099
734	8.6434686096359
735	8.51010344749604
736	8.33242879976204
737	7.99581157051561
738	7.9437862134459
739	8.04516789826385
740	8.19586558140355
741	8.31785725440925
742	8.40096134391046
743	8.65407529281054
744	8.92641806358705
745	9.03928681138917
746	9.01536022886352
747	8.92874765741416
748	8.91148157591184
749	8.89746486465172
750	8.92532300506908
751	8.88275379255789
752	8.95781408108792
753	9.06610011080961
754	9.05945831255839
755	9.0447664992691
756	8.99505572380295
757	9.0263842086213
758	9.04724780811702
759	9.0342695936993
760	8.90788145001106
761	8.84946186607145
762	8.69176017183269
763	8.51389225933403
764	8.44090617285963
765	8.35641730163373
766	8.34879771173412
767	8.43438175045234
768	8.53131590085493
769	8.66322849991111
770	8.6531260512181
771	8.54092896292507
772	8.36208882026336
773	8.2309838567301
774	8.16253384665503
775	8.20840114580933
776	8.21362990424848
777	8.15404980767861
778	8.04037404519822
779	8.16824086984995
780	8.2825600791976
781	8.34525817602617
782	8.21024027299105
783	7.9277065353202
784	7.68091920593692
785	7.66396150330482
786	7.68719980952927
787	7.78283781618653
788	7.84438044858182
789	8.01314768156419
790	8.26938900646598
791	8.48579282597785
792	8.6600282625967
793	8.81422950627366
794	8.96677005431478
795	9.0689010840738
796	9.20082115581541
797	9.18235979467448
798	9.154531462882
799	9.16092603814891
800	9.13653863444574
801	9.2676505061339
802	9.4798949980731
803	9.92204036911542
804	10.4256804425305
805	10.678654602687
806	10.7589813971975
807	10.6514419673347
808	10.5323236079955
809	10.3898412517536
810	10.3101864970359
811	10.2063739567412
812	10.0732312892218
813	10.1677044346677
814	10.1709539357016
815	10.2098662504309
816	10.0619640900324
817	9.85096372306842
818	9.5791294574867
819	9.47183728479868
820	9.39606947953309
821	9.37039721529272
822	9.33736060894083
823	9.3999740141429
824	9.46610501893392
825	9.58193453805237
826	9.40639178657626
827	9.43973963993162
828	9.48197164777007
829	9.65889714612241
830	9.84712662850802
831	9.96420914105523
832	9.82429229351071
833	9.60245799614787
834	9.28841168112597
835	9.10189211078876
836	9.14793750647751
837	9.38792282713501
838	9.62613859066189
839	9.89691808298993
840	9.96758791305733
841	9.94344702253724
842	9.95845609915272
843	9.85407822024016
844	9.90952626338938
845	9.81423489004032
846	9.87172578095664
847	9.82843759491625
848	9.8807276244463
849	9.79256242214829
850	9.67852924464836
851	9.56945545717115
852	9.50052048250623
853	9.56905677566388
854	9.54878547955273
855	9.26312472808586
856	8.90552576911722
857	8.44245498515042
858	8.22434830452607
859	8.00166307555795
860	8.02286942863791
861	8.19039822479627
862	8.61534829627306
863	9.02670746791544
864	9.49329677688645
865	9.63422701256137
866	9.64228343623706
867	9.72271884823675
868	9.65496308837864
869	9.86608704944438
870	9.98002371588883
871	10.2857575712171
872	10.5367974896772
873	10.7870438095206
874	10.9012790399217
875	10.7546495940482
876	10.5025070891546
877	10.0898238448722
878	10.2642190884478
879	10.4854918073184
880	10.5707643111845
881	10.6302643301706
882	10.3485972339879
883	10.2087275411354
884	9.93960523447344
885	9.83698800796784
886	9.86479829927569
887	10.0132486493144
888	10.1943667990939
889	10.3168452935594
890	10.551798416991
891	10.4074235200605
892	10.1712783925244
893	9.97714921766279
894	9.82269049598043
895	9.90084441581393
896	10.0363246471038
897	10.2557708045785
898	10.4898741158487
899	10.8511613469341
900	10.932412568219
901	10.9429977106159
902	10.8434230426648
903	10.7815604056106
904	10.7313791246896
905	10.7064997951159
906	10.5233888597481
907	10.6123711539735
908	10.7513436042372
909	10.9995194254774
910	11.0414880024906
911	10.8828172240247
912	10.4145642628646
913	10.3454443752698
914	10.3623742489324
915	10.4793543614622
916	10.3789722068027
917	10.2056600428924
918	9.96229994728609
919	9.93253892439361
920	9.87871924600295
921	9.85307750199807
922	9.76698890625807
923	9.85245507324055
924	10.0748749059044
925	10.5111475929472
926	10.6586193117046
927	10.5257135500995
928	10.1750390251474
929	9.81337061250893
930	9.7088772180036
931	9.86957115725295
932	10.1387786592762
933	10.1785805912274
934	10.335195029557
935	10.5126962820872
936	10.7252733206582
937	10.9609700719361
938	10.9755281690589
939	10.9828474286851
940	11.0688558139463
941	11.3086955684503
942	11.5263254276147
943	11.5462035772101
944	11.3515250175835
945	11.054057734345
946	11.0797353284027
947	10.9900591774607
948	10.8831702501702
949	10.7704428104244
950	10.6752623032193
951	10.5616142234917
952	10.4205354115086
953	10.1822708098167
954	9.96707777704594
955	9.79949392309604
956	9.79374910469668
957	9.80644867425842
958	9.97016333209226
959	10.1280236030475
960	10.2977000026716
961	10.5172510364701
962	10.6519439055514
963	10.6138234583768
964	10.5229414059512
965	10.2300065135045
966	10.1815748565579
967	10.1085897213594
968	10.2389377982658
969	10.3685878076884
970	10.4406235933568
971	10.4440108961568
972	10.3893573381178
973	10.5466387716631
974	10.7524261649911
975	10.8592432034529
976	10.726075971996
977	10.5982387293224
978	10.5634153065885
979	10.5168520366421
980	10.5078790743691
981	10.4179740458456
982	10.4304601928605
983	10.7132581145729
984	10.9559790991495
985	11.2326112657193
986	11.2478502240422
987	10.9709352845118
988	10.7452813287681
